Ensembl Gene ID,Associated Gene Name
ENSG00000100364,KIAA0930
ENSG00000181819,KCTD9P2
ENSG00000164342,TLR3
ENSG00000218336,TENM3
ENSG00000204479,PRAMEF17
ENSG00000144366,GULP1
ENSG00000127980,PEX1
ENSG00000184634,MED12
ENSG00000226201,PSMB8
ENSG00000105220,GPI
ENSG00000151498,ACAD8
ENSG00000166292,TMEM100
ENSG00000173391,OLR1
ENSG00000198919,DZIP3
ENSG00000186197,EDARADD
ENSG00000198589,LRBA
ENSG00000090266,NDUFB2
ENSG00000113597,TRAPPC13
ENSG00000149016,TUT1
ENSG00000163581,SLC2A2
ENSG00000228284,HLA-DQA1
ENSG00000115414,FN1
ENSG00000075790,BCAP29
ENSG00000105419,MEIS3
ENSG00000172115,CYCS
ENSG00000166971,AKTIP
ENSG00000044090,CUL7
ENSG00000148848,ADAM12
ENSG00000278062,ZNF251
ENSG00000165617,DACT1
ENSG00000275779,NTAN1
ENSG00000233927,RPS28
ENSG00000073060,SCARB1
ENSG00000145919,BOD1
ENSG00000186001,LRCH3
ENSG00000163527,STT3B
ENSG00000107159,CA9
ENSG00000135723,FHOD1
ENSG00000213949,ITGA1
ENSG00000138175,ARL3
ENSG00000174485,DENND4A
ENSG00000196459,TRAPPC2
ENSG00000167083,GNGT2
ENSG00000036473,OTC
ENSG00000100711,ZFYVE21
ENSG00000119787,ATL2
ENSG00000085063,CD59
ENSG00000164362,TERT
ENSG00000176148,TCP11L1
ENSG00000187522,HSPA14
ENSG00000175106,TVP23C
ENSG00000115295,CLIP4
ENSG00000256087,ZNF432
ENSG00000100299,ARSA
ENSG00000126070,AGO3
ENSG00000068366,ACSL4
ENSG00000139146,FAM60A
ENSG00000124713,GNMT
ENSG00000173226,IQCB1
ENSG00000198324,FAM109A
ENSG00000072135,PTPN18
ENSG00000159079,C21orf59
ENSG00000189132,FAM47B
ENSG00000133816,MICAL2
ENSG00000121644,DESI2
ENSG00000139890,REM2
ENSG00000161542,PRPSAP1
ENSG00000249471,ZNF324B
ENSG00000223932,GPANK1
ENSG00000112249,ASCC3
ENSG00000236070,OR2AD1P
ENSG00000203618,GP1BB
ENSG00000111145,ELK3
ENSG00000100994,PYGB
ENSG00000230624,DDX39B
ENSG00000119777,TMEM214
ENSG00000168264,IRF2BP2
ENSG00000173068,BNC2
ENSG00000197860,SGTB
ENSG00000138650,PCDH10
ENSG00000184445,KNTC1
ENSG00000153234,NR4A2
ENSG00000093167,LRRFIP2
ENSG00000135272,MDFIC
ENSG00000159596,TMEM69
ENSG00000125170,DOK4
ENSG00000030419,IKZF2
ENSG00000123454,DBH
ENSG00000162931,TRIM17
ENSG00000166747,AP1G1
ENSG00000128283,CDC42EP1
ENSG00000125459,MSTO1
ENSG00000113100,CDH9
ENSG00000171560,FGA
ENSG00000171016,PYGO1
ENSG00000254245,PCDHGA3
ENSG00000278728,CNTNAP2
ENSG00000130164,LDLR
ENSG00000133138,TBC1D8B
ENSG00000277775,HIST1H3F
ENSG00000054118,THRAP3
ENSG00000206452,HLA-C
ENSG00000140992,PDPK1
ENSG00000120742,SERP1
ENSG00000134324,LPIN1
ENSG00000143748,NVL
ENSG00000004779,NDUFAB1
ENSG00000124196,GTSF1L
ENSG00000213366,GSTM2
ENSG00000185033,SEMA4B
ENSG00000163956,LRPAP1
ENSG00000137269,LRRC1
ENSG00000168491,CCDC110
ENSG00000102970,CCL17
ENSG00000213339,QTRT1
ENSG00000163666,HESX1
ENSG00000137842,TMEM62
ENSG00000167987,VPS37C
ENSG00000172269,DPAGT1
ENSG00000143772,ITPKB
ENSG00000144597,EAF1
ENSG00000261371,PECAM1
ENSG00000107021,TBC1D13
ENSG00000156313,RPGR
ENSG00000068976,PYGM
ENSG00000082515,MRPL22
ENSG00000176273,SLC35G1
ENSG00000078043,PIAS2
ENSG00000278458,KANSL1
ENSG00000102081,FMR1
ENSG00000088833,NSFL1C
ENSG00000135632,SMYD5
ENSG00000103811,CTSH
ENSG00000168925,CTRB1
ENSG00000185215,TNFAIP2
ENSG00000111664,GNB3
ENSG00000169372,CRADD
ENSG00000100664,EIF5
ENSG00000278145,C17orf78
ENSG00000231003,C6orf25
ENSG00000144029,MRPS5
ENSG00000062038,CDH3
ENSG00000275486,KIR3DL1
ENSG00000197375,SLC22A5
ENSG00000109220,CHIC2
ENSG00000166926,MS4A6E
ENSG00000075643,MOCOS
ENSG00000106608,URGCP
ENSG00000181649,PHLDA2
ENSG00000141027,NCOR1
ENSG00000183638,RP1L1
ENSG00000244509,APOBEC3C
ENSG00000197405,C5AR1
ENSG00000069998,CECR5
ENSG00000116678,LEPR
ENSG00000196547,MAN2A2
ENSG00000173166,RAPH1
ENSG00000167981,ZNF597
ENSG00000223666,FKBPL
ENSG00000114019,AMOTL2
ENSG00000113141,IK
ENSG00000167394,ZNF668
ENSG00000166685,COG1
ENSG00000113716,HMGXB3
ENSG00000154945,ANKRD40
ENSG00000074211,PPP2R2C
ENSG00000167065,DUSP18
ENSG00000160767,FAM189B
ENSG00000150760,DOCK1
ENSG00000196498,NCOR2
ENSG00000059769,DNAJC25
ENSG00000010244,ZNF207
ENSG00000101210,EEF1A2
ENSG00000169105,CHST14
ENSG00000167861,HID1
ENSG00000215012,C22orf29
ENSG00000128606,LRRC17
ENSG00000148773,MKI67
ENSG00000170142,UBE2E1
ENSG00000133216,EPHB2
ENSG00000086696,HSD17B2
ENSG00000169045,HNRNPH1
ENSG00000186187,ZNRF1
ENSG00000173575,CHD2
ENSG00000004059,ARF5
ENSG00000196116,TDRD7
ENSG00000165119,HNRNPK
ENSG00000117592,PRDX6
ENSG00000139133,ALG10
ENSG00000051596,THOC3
ENSG00000102109,PCSK1N
ENSG00000112078,KCTD20
ENSG00000104722,NEFM
ENSG00000127663,KDM4B
ENSG00000119596,YLPM1
ENSG00000278279,LILRB4
ENSG00000104899,AMH
ENSG00000149547,EI24
ENSG00000164398,ACSL6
ENSG00000165916,PSMC3
ENSG00000167525,PROCA1
ENSG00000242616,GNG10
ENSG00000161692,DBF4B
ENSG00000105323,HNRNPUL1
ENSG00000205765,C5orf51
ENSG00000165476,REEP3
ENSG00000177600,RPLP2
ENSG00000244115,DNAJC25-GNG10
ENSG00000225737,SKIV2L
ENSG00000174013,FBXO45
ENSG00000162391,FAM151A
ENSG00000167397,VKORC1
ENSG00000085978,ATG16L1
ENSG00000184599,FAM19A3
ENSG00000163519,TRAT1
ENSG00000144895,EIF2A
ENSG00000102445,KIAA0226L
ENSG00000156374,PCGF6
ENSG00000206493,HLA-E
ENSG00000141543,EIF4A3
ENSG00000168903,BTNL3
ENSG00000151835,SACS
ENSG00000115415,STAT1
ENSG00000124193,SRSF6
ENSG00000117543,DPH5
ENSG00000124006,OBSL1
ENSG00000088280,ASAP3
ENSG00000148541,FAM13C
ENSG00000274577,LHX1
ENSG00000071994,PDCD2
ENSG00000123411,IKZF4
ENSG00000276802,HERC2
ENSG00000206282,RGL2
ENSG00000147443,DOK2
ENSG00000166206,GABRB3
ENSG00000084234,APLP2
ENSG00000131981,LGALS3
ENSG00000162520,SYNC
ENSG00000254986,DPP3
ENSG00000074047,GLI2
ENSG00000113360,DROSHA
ENSG00000113966,ARL6
ENSG00000119013,NDUFB3
ENSG00000133835,HSD17B4
ENSG00000176915,ANKLE2
ENSG00000164088,PPM1M
ENSG00000125207,PIWIL1
ENSG00000163512,AZI2
ENSG00000105852,PON3
ENSG00000090661,CERS4
ENSG00000151148,UBE3B
ENSG00000155876,RRAGA
ENSG00000142513,ACPT
ENSG00000177613,CSTF2T
ENSG00000213316,LTC4S
ENSG00000172869,DMXL1
ENSG00000134569,LRP4
ENSG00000163636,PSMD6
ENSG00000163743,RCHY1
ENSG00000147117,ZNF157
ENSG00000169040,PMCHL2
ENSG00000127870,RNF6
ENSG00000187678,SPRY4
ENSG00000164611,PTTG1
ENSG00000101350,KIF3B
ENSG00000262446,GBA
ENSG00000173786,CNP
ENSG00000101193,GID8
ENSG00000165416,SUGT1
ENSG00000166913,YWHAB
ENSG00000065526,SPEN
ENSG00000160781,PAQR6
ENSG00000130032,PRRG3
ENSG00000171094,ALK
ENSG00000128789,PSMG2
ENSG00000137876,RSL24D1
ENSG00000170906,NDUFA3
ENSG00000103932,RPAP1
ENSG00000154655,L3MBTL4
ENSG00000156127,BATF
ENSG00000079819,EPB41L2
ENSG00000113805,CNTN3
ENSG00000112493,TAPBP
ENSG00000159289,GOLGA6A
ENSG00000171824,EXOSC10
ENSG00000228186,PRR3
ENSG00000181631,P2RY13
ENSG00000141404,GNAL
ENSG00000182973,CNOT10
ENSG00000204221,WDR46
ENSG00000204687,MAS1L
ENSG00000163032,VSNL1
ENSG00000136521,NDUFB5
ENSG00000172071,EIF2AK3
ENSG00000140009,ESR2
ENSG00000138795,LEF1
ENSG00000134955,SLC37A2
ENSG00000165699,TSC1
ENSG00000103540,CCP110
ENSG00000030066,NUP160
ENSG00000224305,HLA-DQB2
ENSG00000222044,RP5-1039K5.16
ENSG00000167460,TPM4
ENSG00000227529,SAR1P1
ENSG00000133055,MYBPH
ENSG00000109971,HSPA8
ENSG00000135316,SYNCRIP
ENSG00000157014,TATDN2
ENSG00000183691,NOG
ENSG00000179085,DPM3
ENSG00000111790,FGFR1OP2
ENSG00000020129,NCDN
ENSG00000186118,TEX38
ENSG00000139648,KRT71
ENSG00000117569,PTBP2
ENSG00000110066,SUV420H1
ENSG00000196890,HIST3H2BB
ENSG00000142207,URB1
ENSG00000188916,FAM196A
ENSG00000181218,HIST3H2A
ENSG00000105355,PLIN3
ENSG00000125352,RNF113A
ENSG00000168802,CHTF8
ENSG00000162437,RAVER2
ENSG00000105993,DNAJB6
ENSG00000134352,IL6ST
ENSG00000277276,OTUB2
ENSG00000166845,C18orf54
ENSG00000107223,EDF1
ENSG00000137073,UBAP2
ENSG00000229767,DDR1
ENSG00000145423,SFRP2
ENSG00000164506,STXBP5
ENSG00000133488,SEC14L4
ENSG00000152102,FAM168B
ENSG00000065361,ERBB3
ENSG00000177854,TMEM187
ENSG00000231631,PSMB8
ENSG00000124209,RAB22A
ENSG00000152518,ZFP36L2
ENSG00000255529,POLR2M
ENSG00000168152,THAP9
ENSG00000196235,SUPT5H
ENSG00000139352,ASCL1
ENSG00000186231,KLHL32
ENSG00000171942,OR10H2
ENSG00000179271,GADD45GIP1
ENSG00000101310,SEC23B
ENSG00000146904,EPHA1
ENSG00000137726,FXYD6
ENSG00000170100,ZNF778
ENSG00000005020,SKAP2
ENSG00000104219,ZDHHC2
ENSG00000173598,NUDT4
ENSG00000155846,PPARGC1B
ENSG00000124198,ARFGEF2
ENSG00000281184,PSMB1
ENSG00000105851,PIK3CG
ENSG00000129493,HEATR5A
ENSG00000262664,OVCA2
ENSG00000019485,PRDM11
ENSG00000101871,MID1
ENSG00000126464,PRR12
ENSG00000198673,FAM19A2
ENSG00000130772,MED18
ENSG00000142583,SLC2A5
ENSG00000203668,CHML
ENSG00000155111,CDK19
ENSG00000124160,NCOA5
ENSG00000162692,VCAM1
ENSG00000230456,DDR1
ENSG00000124562,SNRPC
ENSG00000274305,LENG8
ENSG00000275176,ACACA
ENSG00000235233,MICA
ENSG00000156876,SASS6
ENSG00000075239,ACAT1
ENSG00000104524,PYCRL
ENSG00000153707,PTPRD
ENSG00000169946,ZFPM2
ENSG00000146067,FAM193B
ENSG00000182175,RGMA
ENSG00000132549,VPS13B
ENSG00000140564,FURIN
ENSG00000183137,CEP57L1
ENSG00000169085,C8orf46
ENSG00000158683,PKD1L1
ENSG00000141505,ASGR1
ENSG00000128891,C15orf57
ENSG00000234012,MDC1
ENSG00000116906,GNPAT
ENSG00000115760,BIRC6
ENSG00000137413,TAF8
ENSG00000141699,FAM134C
ENSG00000196367,TRRAP
ENSG00000153976,HS3ST3A1
ENSG00000159842,ABR
ENSG00000160111,CPAMD8
ENSG00000196371,FUT4
ENSG00000154814,OXNAD1
ENSG00000224320,HLA-A
ENSG00000259571,BLID
ENSG00000169756,LIMS1
ENSG00000174469,CNTNAP2
ENSG00000134717,BTF3L4
ENSG00000258713,C20orf141
ENSG00000197380,DACT3
ENSG00000174669,SLC29A2
ENSG00000185304,RGPD2
ENSG00000196670,ZFP62
ENSG00000160688,FLAD1
ENSG00000128052,KDR
ENSG00000167114,SLC27A4
ENSG00000166866,MYO1A
ENSG00000123444,KBTBD4
ENSG00000263310,SALL3
ENSG00000140650,PMM2
ENSG00000145147,SLIT2
ENSG00000233049,DHX16
ENSG00000124743,KLHL31
ENSG00000102054,RBBP7
ENSG00000187840,EIF4EBP1
ENSG00000113721,PDGFRB
ENSG00000197713,RPE
ENSG00000182979,MTA1
ENSG00000002834,LASP1
ENSG00000114395,CYB561D2
ENSG00000133265,HSPBP1
ENSG00000086758,HUWE1
ENSG00000128567,PODXL
ENSG00000151332,MBIP
ENSG00000007171,NOS2
ENSG00000204427,ABHD16A
ENSG00000165672,PRDX3
ENSG00000169598,DFFB
ENSG00000132646,PCNA
ENSG00000015475,BID
ENSG00000169062,UPF3A
ENSG00000121749,TBC1D15
ENSG00000231257,ATAT1
ENSG00000157778,PSMG3
ENSG00000116128,BCL9
ENSG00000110583,NAA40
ENSG00000164438,TLX3
ENSG00000099875,MKNK2
ENSG00000108840,HDAC5
ENSG00000136273,HUS1
ENSG00000187955,COL14A1
ENSG00000090020,SLC9A1
ENSG00000130827,PLXNA3
ENSG00000101464,PIGU
ENSG00000185246,PRPF39
ENSG00000259494,MRPL46
ENSG00000106305,AIMP2
ENSG00000224941,TCF19
ENSG00000154767,XPC
ENSG00000099869,IGF2-AS
ENSG00000025039,RRAGD
ENSG00000176871,WSB2
ENSG00000134910,STT3A
ENSG00000234137,MUC21
ENSG00000142676,RPL11
ENSG00000169184,MN1
ENSG00000164466,SFXN1
ENSG00000219200,RNASEK
ENSG00000118515,SGK1
ENSG00000135426,TESPA1
ENSG00000111665,CDCA3
ENSG00000107338,SHB
ENSG00000235986,GNL1
ENSG00000196646,ZNF136
ENSG00000230108,TNF
ENSG00000165409,TSHR
ENSG00000172432,GTPBP2
ENSG00000130600,H19
ENSG00000120669,SOHLH2
ENSG00000180626,ZNF594
ENSG00000124564,SLC17A3
ENSG00000151882,CCL28
ENSG00000090061,CCNK
ENSG00000117481,NSUN4
ENSG00000128594,LRRC4
ENSG00000237335,PFDN6
ENSG00000136448,NMT1
ENSG00000144034,TPRKB
ENSG00000135837,CEP350
ENSG00000166165,CKB
ENSG00000012817,KDM5D
ENSG00000165556,CDX2
ENSG00000143669,LYST
ENSG00000079950,STX7
ENSG00000151388,ADAMTS12
ENSG00000166037,CEP57
ENSG00000164904,ALDH7A1
ENSG00000087365,SF3B2
ENSG00000276021,WDR81
ENSG00000186976,EFCAB6
ENSG00000053501,USE1
ENSG00000137766,UNC13C
ENSG00000123384,LRP1
ENSG00000089486,CDIP1
ENSG00000042429,MED17
ENSG00000130985,UBA1
ENSG00000164305,CASP3
ENSG00000264364,DYNLL2
ENSG00000273514,FOXD4L6
ENSG00000075290,WNT8B
ENSG00000139719,VPS33A
ENSG00000174680,GRIK1-AS1
ENSG00000278468,MUC4
ENSG00000128595,CALU
ENSG00000106366,SERPINE1
ENSG00000150630,VEGFC
ENSG00000125834,STK35
ENSG00000162896,PIGR
ENSG00000100568,VTI1B
ENSG00000031003,FAM13B
ENSG00000137601,NEK1
ENSG00000119414,PPP6C
ENSG00000007968,E2F2
ENSG00000113532,ST8SIA4
ENSG00000185013,NT5C1B
ENSG00000070915,SLC12A3
ENSG00000141219,C17orf80
ENSG00000226941,RBMY1J
ENSG00000176208,ATAD5
ENSG00000206445,ATP6V1G2
ENSG00000119408,NEK6
ENSG00000169679,BUB1
ENSG00000133101,CCNA1
ENSG00000008323,PLEKHG6
ENSG00000171444,MCC
ENSG00000183496,MEX3B
ENSG00000168067,MAP4K2
ENSG00000121966,CXCR4
ENSG00000226463,OR2W1
ENSG00000206505,HLA-A
ENSG00000128578,STRIP2
ENSG00000132612,VPS4A
ENSG00000168959,GRM5
ENSG00000149218,ENDOD1
ENSG00000234046,TRIM26
ENSG00000156639,ZFAND3
ENSG00000074660,SCARF1
ENSG00000159873,CCDC117
ENSG00000135720,DYNC1LI2
ENSG00000188984,AADACL3
ENSG00000061938,TNK2
ENSG00000101844,ATG4A
ENSG00000178860,MSC
ENSG00000196344,ADH7
ENSG00000111846,GCNT2
ENSG00000152457,DCLRE1C
ENSG00000132376,INPP5K
ENSG00000136485,DCAF7
ENSG00000184058,TBX1
ENSG00000241399,CD302
ENSG00000163848,ZNF148
ENSG00000187193,MT1X
ENSG00000171735,CAMTA1
ENSG00000124549,BTN2A3P
ENSG00000159840,ZYX
ENSG00000155380,SLC16A1
ENSG00000275718,CCL15
ENSG00000076043,REXO2
ENSG00000163933,RFT1
ENSG00000003402,CFLAR
ENSG00000168310,IRF2
ENSG00000073711,PPP2R3A
ENSG00000103227,LMF1
ENSG00000016864,GLT8D1
ENSG00000023287,RB1CC1
ENSG00000105514,RAB3D
ENSG00000100197,CYP2D6
ENSG00000165953,SERPINA12
ENSG00000273574,LENG9
ENSG00000108963,DPH1
ENSG00000163541,SUCLG1
ENSG00000101412,E2F1
ENSG00000118523,CTGF
ENSG00000130724,CHMP2A
ENSG00000188827,SLX4
ENSG00000154553,PDLIM3
ENSG00000049541,RFC2
ENSG00000149716,ORAOV1
ENSG00000215301,DDX3X
ENSG00000104164,BLOC1S6
ENSG00000225441,OR2J1
ENSG00000141971,MVB12A
ENSG00000135378,PRRG4
ENSG00000179222,MAGED1
ENSG00000100503,NIN
ENSG00000117118,SDHB
ENSG00000163935,SFMBT1
ENSG00000282827,ATRIP
ENSG00000144452,ABCA12
ENSG00000091527,CDV3
ENSG00000188933,USP32P1
ENSG00000146909,NOM1
ENSG00000126583,PRKCG
ENSG00000010292,NCAPD2
ENSG00000225748,PRRC2A
ENSG00000137504,CREBZF
ENSG00000276996,SLC6A3
ENSG00000055118,KCNH2
ENSG00000138439,FAM117B
ENSG00000135473,PAN2
ENSG00000236011,GPANK1
ENSG00000147853,AK3
ENSG00000187140,FOXD3
ENSG00000106686,SPATA6L
ENSG00000167074,TEF
ENSG00000116745,RPE65
ENSG00000122376,FAM35A
ENSG00000223572,CKMT1A
ENSG00000142798,HSPG2
ENSG00000112208,BAG2
ENSG00000280789,PAGR1
ENSG00000230578,RP13-228J13.5
ENSG00000000971,CFH
ENSG00000166508,MCM7
ENSG00000227420,MRPS18B
ENSG00000139636,LMBR1L
ENSG00000085465,OVGP1
ENSG00000108590,MED31
ENSG00000112214,FHL5
ENSG00000175426,PCSK1
ENSG00000123576,ESX1
ENSG00000109736,MFSD10
ENSG00000130396,MLLT4
ENSG00000115902,SLC1A4
ENSG00000198720,ANKRD13B
ENSG00000103343,ZNF174
ENSG00000101115,SALL4
ENSG00000169239,CA5B
ENSG00000141542,RAB40B
ENSG00000183169,POM121L1P
ENSG00000136732,GYPC
ENSG00000162804,SNED1
ENSG00000145012,LPP
ENSG00000173848,NET1
ENSG00000227780,ZBTB22
ENSG00000127720,METTL25
ENSG00000131373,HACL1
ENSG00000140948,ZCCHC14
ENSG00000086712,TXLNG
ENSG00000198189,HSD17B11
ENSG00000183214,MICA
ENSG00000167578,RAB4B
ENSG00000121104,FAM117A
ENSG00000068400,GRIPAP1
ENSG00000124177,CHD6
ENSG00000149534,MS4A2
ENSG00000164880,INTS1
ENSG00000232421,TUBB
ENSG00000204560,DHX16
ENSG00000106049,HIBADH
ENSG00000081692,JMJD4
ENSG00000107679,PLEKHA1
ENSG00000144455,SUMF1
ENSG00000141858,SAMD1
ENSG00000064195,DLX3
ENSG00000184014,DENND5A
ENSG00000105849,TWISTNB
ENSG00000111716,LDHB
ENSG00000136718,IMP4
ENSG00000240857,RDH14
ENSG00000278442,KIR3DL2
ENSG00000188732,FAM221A
ENSG00000117411,B4GALT2
ENSG00000238196,NOTCH4
ENSG00000232810,TNF
ENSG00000128791,TWSG1
ENSG00000165804,ZNF219
ENSG00000068305,MEF2A
ENSG00000105671,DDX49
ENSG00000171772,SYCE1
ENSG00000215182,MUC5AC
ENSG00000175137,SH3BP5L
ENSG00000138640,FAM13A
ENSG00000105369,CD79A
ENSG00000151883,PARP8
ENSG00000171885,AQP4
ENSG00000275211,CYP2D6
ENSG00000155115,GTF3C6
ENSG00000224212,TAP1
ENSG00000156239,N6AMT1
ENSG00000116574,RHOU
ENSG00000164164,OTUD4
ENSG00000153936,HS2ST1
ENSG00000166448,TMEM130
ENSG00000152256,PDK1
ENSG00000119922,IFIT2
ENSG00000077514,POLD3
ENSG00000087088,BAX
ENSG00000144401,METTL21A
ENSG00000185745,IFIT1
ENSG00000135226,UGT2B28
ENSG00000106006,HOXA6
ENSG00000140297,GCNT3
ENSG00000182919,C11orf54
ENSG00000089159,PXN
ENSG00000153558,FBXL2
ENSG00000120696,KBTBD7
ENSG00000127325,BEST3
ENSG00000136891,TEX10
ENSG00000282092,MED16
ENSG00000198373,WWP2
ENSG00000149212,SESN3
ENSG00000176406,RIMS2
ENSG00000175866,BAIAP2
ENSG00000128645,HOXD1
ENSG00000185920,PTCH1
ENSG00000145029,NICN1
ENSG00000112695,COX7A2
ENSG00000137414,FAM8A1
ENSG00000225228,MCCD1
ENSG00000092978,GPATCH2
ENSG00000163964,PIGX
ENSG00000135525,MAP7
ENSG00000100949,RABGGTA
ENSG00000274580,FCAR
ENSG00000181027,FKRP
ENSG00000198019,FCGR1B
ENSG00000005882,PDK2
ENSG00000188042,ARL4C
ENSG00000165272,AQP3
ENSG00000261124,AC135050.5
ENSG00000169299,PGM2
ENSG00000198056,PRIM1
ENSG00000116857,TMEM9
ENSG00000145014,TMEM44
ENSG00000106479,ZNF862
ENSG00000116747,TROVE2
ENSG00000164304,CAGE1
ENSG00000162998,FRZB
ENSG00000188000,OR7D2
ENSG00000169021,UQCRFS1
ENSG00000196604,POTEF
ENSG00000138674,SEC31A
ENSG00000183542,KLRC4
ENSG00000188786,MTF1
ENSG00000163138,PACRGL
ENSG00000136999,NOV
ENSG00000141499,WRAP53
ENSG00000197451,HNRNPAB
ENSG00000124466,LYPD3
ENSG00000124641,MED20
ENSG00000011132,APBA3
ENSG00000100129,EIF3L
ENSG00000138709,LARP1B
ENSG00000173614,NMNAT1
ENSG00000186795,KCNK18
ENSG00000246705,H2AFJ
ENSG00000148337,CIZ1
ENSG00000083544,TDRD3
ENSG00000172954,LCLAT1
ENSG00000101082,SLA2
ENSG00000181240,SLC25A41
ENSG00000183305,MAGEA2B
ENSG00000165983,PTER
ENSG00000198015,MRPL42
ENSG00000144843,ADPRH
ENSG00000174705,SH3PXD2B
ENSG00000243719,HLA-DMA
ENSG00000165655,ZNF503
ENSG00000087460,GNAS
ENSG00000164136,IL15
ENSG00000066044,ELAVL1
ENSG00000005810,MYCBP2
ENSG00000025156,HSF2
ENSG00000114115,RBP1
ENSG00000157870,FAM213B
ENSG00000147536,GINS4
ENSG00000167779,IGFBP6
ENSG00000166262,FAM227B
ENSG00000047365,ARAP2
ENSG00000108255,CRYBA1
ENSG00000276501,KIR3DL1
ENSG00000169905,TOR1AIP2
ENSG00000244395,RBMY1D
ENSG00000198947,DMD
ENSG00000272391,POM121C
ENSG00000183207,RUVBL2
ENSG00000142185,TRPM2
ENSG00000182447,OTOL1
ENSG00000172345,STARD5
ENSG00000102195,GPR50
ENSG00000146039,SLC17A4
ENSG00000156030,ELMSAN1
ENSG00000090339,ICAM1
ENSG00000224470,ATXN1L
ENSG00000133773,CCDC59
ENSG00000120690,ELF1
ENSG00000049239,H6PD
ENSG00000135437,RDH5
ENSG00000068120,COASY
ENSG00000136826,KLF4
ENSG00000129197,RPAIN
ENSG00000157343,ARMC12
ENSG00000122176,FMOD
ENSG00000114767,RRP9
ENSG00000145414,NAF1
ENSG00000169752,NRG4
ENSG00000146409,SLC18B1
ENSG00000105655,ISYNA1
ENSG00000105677,TMEM147
ENSG00000185909,KLHDC8B
ENSG00000228435,C6orf47
ENSG00000140374,ETFA
ENSG00000172530,BANP
ENSG00000113583,C5orf15
ENSG00000100290,BIK
ENSG00000102870,ZNF629
ENSG00000104154,SLC30A4
ENSG00000196531,NACA
ENSG00000168061,SAC3D1
ENSG00000139197,PEX5
ENSG00000164649,CDCA7L
ENSG00000170293,CMTM8
ENSG00000129932,DOHH
ENSG00000278194,SPPL2C
ENSG00000112658,SRF
ENSG00000155744,FAM126B
ENSG00000205060,SLC35B4
ENSG00000276053,LAIR1
ENSG00000102678,FGF9
ENSG00000169375,SIN3A
ENSG00000044115,CTNNA1
ENSG00000253873,PCDHGA11
ENSG00000140548,ZNF710
ENSG00000124813,RUNX2
ENSG00000156299,TIAM1
ENSG00000205085,FAM71F2
ENSG00000017797,RALBP1
ENSG00000138835,RGS3
ENSG00000185761,ADAMTSL5
ENSG00000205593,DENND6B
ENSG00000170454,KRT75
ENSG00000114988,LMAN2L
ENSG00000134504,KCTD1
ENSG00000130706,ADRM1
ENSG00000160072,ATAD3B
ENSG00000171310,CHST11
ENSG00000227129,NEU1
ENSG00000177352,CCDC71
ENSG00000188643,S100A16
ENSG00000059378,PARP12
ENSG00000232312,GPANK1
ENSG00000197766,CFD
ENSG00000143811,PYCR2
ENSG00000211592,IGKC
ENSG00000172086,KRCC1
ENSG00000163155,LYSMD1
ENSG00000089775,ZBTB25
ENSG00000108592,FTSJ3
ENSG00000078403,MLLT10
ENSG00000132613,MTSS1L
ENSG00000228912,IFITM4P
ENSG00000099364,FBXL19
ENSG00000111237,VPS29
ENSG00000211455,STK38L
ENSG00000069702,TGFBR3
ENSG00000157833,GAREML
ENSG00000064989,CALCRL
ENSG00000143952,VPS54
ENSG00000097046,CDC7
ENSG00000215045,GRID2IP
ENSG00000152056,AP1S3
ENSG00000179912,R3HDM2
ENSG00000166801,FAM111A
ENSG00000273991,LILRB5
ENSG00000120820,GLT8D2
ENSG00000154162,CDH12
ENSG00000198909,MAP3K3
ENSG00000071051,NCK2
ENSG00000117154,IGSF21
ENSG00000111231,GPN3
ENSG00000166855,CLPX
ENSG00000162949,CAPN13
ENSG00000114450,GNB4
ENSG00000204576,PRR3
ENSG00000104490,NCALD
ENSG00000167994,RAB3IL1
ENSG00000118707,TGIF2
ENSG00000150316,CWC15
ENSG00000110344,UBE4A
ENSG00000142677,IL22RA1
ENSG00000170835,CEL
ENSG00000176490,DIRAS1
ENSG00000153914,SREK1
ENSG00000182095,TNRC18
ENSG00000099984,GSTT2
ENSG00000166348,USP54
ENSG00000132341,RAN
ENSG00000171928,TVP23B
ENSG00000172172,MRPL13
ENSG00000048140,TSPAN17
ENSG00000064652,SNX24
ENSG00000087301,TXNDC16
ENSG00000089234,BRAP
ENSG00000172296,SPTLC3
ENSG00000185730,ZNF696
ENSG00000145736,GTF2H2
ENSG00000028839,TBPL1
ENSG00000152969,JAKMIP1
ENSG00000152413,HOMER1
ENSG00000172250,SERHL
ENSG00000187498,COL4A1
ENSG00000136104,RNASEH2B
ENSG00000146755,TRIM50
ENSG00000101400,SNTA1
ENSG00000100979,PLTP
ENSG00000127578,WFIKKN1
ENSG00000169288,MRPL1
ENSG00000115274,INO80B
ENSG00000117507,FMO6P
ENSG00000184164,CRELD2
ENSG00000181192,DHTKD1
ENSG00000130723,PRRC2B
ENSG00000186868,MAPT
ENSG00000148057,IDNK
ENSG00000067057,PFKP
ENSG00000116096,SPR
ENSG00000100883,SRP54
ENSG00000121742,GJB6
ENSG00000147437,GNRH1
ENSG00000115590,IL1R2
ENSG00000196155,PLEKHG4
ENSG00000164946,FREM1
ENSG00000178074,C2orf69
ENSG00000168256,NKIRAS2
ENSG00000126698,DNAJC8
ENSG00000197756,RPL37A
ENSG00000084073,ZMPSTE24
ENSG00000151746,BICD1
